permutation,delta_mae
826,-1.900208449574368
827,-0.8191514312332284
828,-0.8589637923334514
829,-0.01728446764110103
830,0.6083985848529139
831,0.000472459649338397
832,-3.0947833872202555
833,-1.6698557956815918
834,0.6783245165464846
835,-0.8423509242059719
836,-3.9028175154782225
837,-0.16798800378588652
838,0.21551552179688738
839,-0.6682390185319766
840,-2.128718427489174
841,-2.2572774384121175
842,1.198063145139554
843,-1.2268267282326555
844,-0.21828763523581873
845,-0.2238526434430712
846,-2.16494859580939
847,-2.013062362819019
848,0.5470260795391964
849,-1.7019321787795825
850,-0.06860992598117388
851,-1.390919284213176
852,-0.6427765791456741
853,0.6401348141511045
854,-0.8156154768853625
855,0.12864208871427518
856,0.7525787793351384
857,-1.6624125813842365
858,1.3268262671582995
859,-0.9684025767521405
860,-1.1594414482131725
861,-0.1277280910809484
862,-0.600151836665888
863,-7.615729521411266
864,-0.16239664197752823
865,-0.92071263691453
866,-1.9515639154376245
867,-0.7784852894668912
868,-0.23288302885287582
869,0.8299466963216808
870,-0.9925446021221678
871,0.4765123061724639
872,-2.3936381215727103
873,-1.3885831427738236
874,0.005826293187162435
875,-0.31192333314164244
876,1.8863882101548457
877,-1.5098769545917428
878,-0.001282045592062353
879,0.19944238373004186
880,-1.9751571279277105
881,-0.7673298285814827
882,0.42073750364594265
883,-2.3996710362915366
884,-2.6186612375568057
885,-0.17511324940467787
886,-0.14722132364063079
887,-2.9346648980198484
888,-0.9570227879823339
889,-0.4467871172226765
890,-3.5807944255992066
891,-1.644163045637999
892,-3.0629433433892004
893,-4.64467230950158
894,0.22398911679075084
895,-2.0746788116807267
896,-2.254374701547734
897,1.253295383427191
898,-2.514593736963789
899,-0.414777609711364
900,-0.6383523898118035
901,1.0944271591145398
902,-0.22291190752254852
903,-0.0030602362215610412
904,-4.123403095084617
905,-0.7391309754497843
906,-1.5830039433273626
907,0.21939221781776563
908,-2.092891490480479
909,-1.2019714741687562
910,-1.751148256653952
911,-0.4922104295068692
912,-0.8219153107704784
913,0.1940414517843143
914,0.052171839710422496
915,0.244001199668479
916,0.017149062241459845
917,0.10725482419815346
918,-0.2544920836402653
919,0.3355305524579979
920,-2.3327645413887463
921,0.6940556273804681
922,0.5410489912520147
923,0.45274629884342765
924,-1.803147621954114
925,-0.18207997546282684
926,0.7367908908491252
927,-0.20736724709584653
928,-2.5728128110483137
929,-1.1094791581763044
930,-1.5274442040341185
931,-1.3783513767137219
932,-4.534809234125968
933,-1.0355492386801188
934,-0.3966752782164189
935,-0.30679609650945405
936,-2.540582664994675
937,0.47144581174876254
938,-2.1007660890714615
939,-0.1001227924750463
940,-1.295494144405323
941,1.0495027776167092
942,-0.38668268708729325
943,-1.4296561202191338
944,0.37911207811852243
945,0.4675718263098201
946,-2.7456661126679744
947,0.018525731823327618
948,-0.8871736513216195
949,-0.429809082333624
950,0.302762133828244
951,-0.47377979743315723
952,-5.512781297628104
953,-0.4304670556827883
954,-1.1176886682912084
955,0.21772820032180995
956,-3.0355016999988482
957,-1.5689093686267483
958,-1.3801422733048145
959,0.33057269006039913
960,-6.771025957760859
961,-0.6924222737360406
962,0.5432891215954427
963,-2.2771120656520214
964,0.02874540191840591
965,0.35521537188363084
966,-1.072990903441541
967,-0.571108049100733
968,-0.22344409146075073
969,-0.208764908009198
970,-0.5515252838015279
971,-1.9984815059665149
972,0.4263103070326073
973,-0.8797734407057245
974,-1.4965768216596569
975,-0.48785902775253653
976,-0.6840914621010059
977,-0.27303452345814616
978,-0.28531380781333926
979,-3.8491633749416287
980,-0.3341713253629708
981,-5.884263242533077
982,-1.2441165361720916
983,-0.5251703116772166
984,0.17332068534313105
985,-0.6219211225092192
986,-0.09811640980906589
987,-1.7242584886627874
988,-2.4943852440758665
989,-0.18101674352459796
990,-1.0171870722398406
991,-4.218630907313203
992,0.0363794278223315
993,-0.12003886545521869
994,-0.2804918456328469
995,-0.9279582490389675
996,0.8990923096813193
997,0.09229554140178031
998,-0.4269062771066796
999,0.7198737877503367
